job_hash,subqueries
3ddfe4902830ce7d3236e4982ac26f26,"What is the candidate's experience in administering server environments, particularly in enterprise settings, with a focus on designing, configuring, and deploying server hardware?|||How proficient is the candidate in implementing and maintaining identity and access management systems, such as LDAP and Active Directory, with a minimum of 3 years of experience?|||What is the candidate's experience in developing and integrating web development technologies like Java, and database management systems like SQL Server and Oracle, with a minimum of 5 years of experience?|||How skilled is the candidate in providing technical leadership, coaching, and mentoring to team members, with a focus on ensuring system reliability, performance, and security, and adhering to industry standards and best practices?|||What is the candidate's experience in designing, implementing, and maintaining backup and disaster recovery plans, as well as contingency plans, to ensure high availability and minimize downtime in production environments?"
695f611d9eb2581176b971c1a2ad6f9d,"What is the candidate's experience in designing and developing professional business applications for the iOS platform, including expertise in Objective-C or Swift?|||How skilled is the candidate in collaborating with cross-functional teams to define, design, and ship new features in a dynamic work environment, with experience in continuous integration and version control tools like Git or Mercurial?|||What is the candidate's proficiency in working with iOS frameworks such as Core Data, Core Animation, Core Graphics, and Core Text, as well as their understanding of Apple's design principles and interface guidelines?|||How experienced is the candidate in working with RESTful APIs, third-party libraries, cloud message APIs, and push notifications, including performance tuning, threading, and offline storage?|||What is the candidate's experience in developing and maintaining iOS apps, including experience with macOS app development and watchOS app development, and knowledge of low-level C-based libraries?"
b69b19e8468be1dce28085ad9bf05419,"What is the candidate's experience in designing and implementing large-scale network technologies in a multi-site, international environment?|||How proficient is the candidate in managing and optimizing network operations in highly available network infrastructure solutions, with expertise in technologies like Mellanox, Cumulus, Arista, and Cisco Datacenter Switching?|||What is the candidate's experience in planning and executing complex network upgrades and migrations, including WAN circuits and protocols, dynamic IP routing protocols, and high availability protocols?|||How skilled is the candidate in troubleshooting and resolving highly complex networking problems, including inter-AS connectivity, network management, and capacity planning?|||What is the candidate's expertise in virtualization technologies, including networking (VRF, VDC, Nexus1kv) and compute (VMware, Openstack), and their ability to communicate complex technical concepts to both technical and non-technical audiences?"
79cf2c860ff4c31cc319a218260dfed3,"What is the candidate's experience in developing Android applications using Java and Android Studio, with a focus on UI enhancements and feature development?|||How experienced is the candidate in integrating mapping technologies, such as Google Maps SDK, into Android applications?|||What is the candidate's proficiency in building Android applications for tablets and phones, with a focus on GPS, photo, multimedia, and barcode scanning features?|||Show me candidates with experience in developing Android applications using the Android NDK, and optionally, experience with C++ and.NET development.|||What is the candidate's experience in developing web applications using the LAMP stack or Java technologies, and how does it complement their Android development skills?"
eb9fcb38e8b41cf96da83dd22b274a0c,"What is the candidate's experience in developing web applications using PHP, with a focus on full-time positions requiring 3-8 years of experience?|||What is the candidate's proficiency in PHP development, considering the job's requirements?|||What are the key qualifications and skills required for a PHP developer position, considering the job's specifications?"
31105897342511031f4b2578d055802b,"What is the candidate's experience in designing and developing iOS applications using Swift, Rx Swift, and Objective-C?|||How proficient is the candidate in leading and mentoring a team, taking on challenging tasks, and managing a module in an iOS development project?|||What is the candidate's knowledge of iOS frameworks such as Core Data, Core Animation, and other libraries available for common tasks?|||How skilled is the candidate in Apple's design principles and interface guidelines for iOS applications?|||What is the candidate's experience in staying up-to-date with technical trends and participating in a culture of continuous learning, such as giving tech talks?"
05416cf96878a2cac6cc92c33402ef6d,"What PHP developers have experience in building efficient, testable, and reusable PHP modules, with expertise in PHP web frameworks like Laravel, CodeIgnitor, and Cake PHP?|||How proficient are PHP developers in solving complex performance problems and architectural challenges, with a strong understanding of object-oriented PHP programming and common PHP or web server exploits?|||What PHP developers have a thorough understanding of front-end technologies like JavaScript, Jquery, AngularJs, HTML5, and CSS3, and can integrate multiple data sources and databases into one system?|||How skilled are PHP developers in designing and implementing database schema that represent and support business processes, with a strong knowledge of SQL/NoSQL databases and their declarative query languages?|||What PHP developers have experience with code version tools like Git, SVN, and are proficient in creating high-quality software with excellent interpersonal, communication, and organizational skills?"
eaf4d5c9fbd8d1bc136da8470d06c058,"What is the candidate's experience in designing and developing software for network management systems (NMS) and orchestration solutions?|||How proficient is the candidate in developing highly scalable and feature-rich software platforms using Spring-Boot, Java, and multi-threading, with experience in micro-services architecture?|||What is the candidate's knowledge and experience with various databases, including relational databases like MySQL and PostgreSQL, as well as NoSQL databases like MongoDB and Cassandra?|||How experienced is the candidate in working with network management protocols such as EMS/NMS/FCAPS, SNMP/NETCONF/YANG, and RESTful API?|||What is the candidate's experience with notification frameworks like Kafka/AMQP, containerization tools like Docker Swarm, and orchestration platforms like Kubernetes, as well as SD-WAN, cloud security, and WLAN technologies?"
f9cb82a52bb7919b01ce1e0ae4e137aa,"What is the candidate's experience in designing and building high-end iOS applications for the latest Apple mobile devices?|||How proficient is the candidate in collaborating with design teams to define app features and ensuring quality and performance of applications to specification?|||What is the candidate's experience in identifying and resolving application bottlenecks, fixing bugs, and maintaining the core code of iOS applications?|||What is the candidate's proficiency in programming languages such as Objective-C, Swift, and Cocoa Touch, as well as knowledge of C-based libraries and chart libraries?|||How familiar is the candidate with iOS back-end services, push notifications, APIs, cloud messaging, and continuous integration?"
fe5dec85a6209dae4bfb4eecbfb31390,"What is the candidate's experience in developing scalable and maintainable software solutions using Java and Spark programming languages?|||How proficient is the candidate in Agile project management, specifically in working with Agile ceremonies and tools like JIRA?|||What is the candidate's experience in designing and implementing DevOps and CI/CD pipelines, including tools like Jenkins, InteliJ, and Git?|||How strong is the candidate's knowledge of big data technologies, including Hadoop, Hive, Scoop, Snowflake, Nifi, and Kafka?|||What is the candidate's experience in working with relational databases, specifically Oracle DB, and their ability to design and implement database solutions?"
196162eb249e20d45b693e12c0a32411,"What is the candidate's experience in developing multi-platform mobile applications using the Flutter development framework?|||How proficient is the candidate in designing and implementing mobile applications with Flutter, specifically with regards to UI components such as Material design, Material animations, and custom components?|||What is the candidate's experience with mobile platforms like Android and iOS, including knowledge of relevant tools such as Pubspec, Gradle, and info.plist?|||How skilled is the candidate in developing and implementing RESTful APIs using HTTP, Dio, and other relevant technologies, as well as integrating services like Firebase, Socket, and JSON?|||What is the candidate's experience with multithreading, concurrency, and asynchronous programming in Dart, as well as their proficiency in using libraries like Rx Dart and Job Queue?"
19e9a414db58eba0e70ae2942ccb13a6,"What experience do you have in building and delivering software solutions as part of a cross-functional team?|||How do you stay up-to-date with emerging technologies and software products, and how do you apply this knowledge in your work?|||Can you describe your approach to experimentation and learning in a team environment, and how you teach others what you've learned?"
9ab68b5aaafdc37184e801835bd2c35e,"What is the candidate's experience in developing web applications using JavaScript, HTML5, and CSS, with expertise in jQuery and PHP?|||How proficient is the candidate in designing and implementing REST-based web services, with experience in ASP.Net, MVC, and SQL Server?|||What is the candidate's experience in working with the ArcGIS Server JavaScript API, with a focus on real-time applications?|||What is the candidate's experience in developing applications using C#,.Net, and SQL Server, with expertise in MVC and.Net frameworks?|||What is the candidate's experience in programming languages, including JavaScript, Python, and C#, with a focus on software development and web services?"
1f410215fedcfc4e6cdcdfd11a06700f,"What is the candidate's experience in designing and building advanced iOS applications, including published apps in the app store?|||How proficient is the candidate in collaborating with cross-functional teams to define, design, and ship new features, with a focus on a disciplined approach to development, documentation, and file structure?|||What is the candidate's expertise in working with iOS frameworks such as Core Data, Core Animation, Core Graphics, and Core Text, as well as third-party libraries and APIs?|||How well-versed is the candidate in mobile network issues, concurrency, and threading, with a strong understanding of networking and the mobile landscape, architectures, trends, and emerging technologies?|||What is the candidate's experience in working with Objective-C and Cocoa Touch, with a solid understanding of the full mobile development life cycle and the ability to architect and maintain native mobile applications?"
c3c594946500c9f535b207873594d956,"What is the candidate's experience in developing Java applications, preferably with 1 year of experience in Java and familiarity with Spring Boot and REST?|||How proficient is the candidate in Angular and Node JS, preferably with 1 year of experience in these technologies?|||What is the candidate's experience in.NET, preferably with 1 year of experience in this technology?|||What is the candidate's educational background, preferably a Bachelor's degree?|||What is the candidate's experience in working in a software development industry, preferably with a focus on full-time development and day shifts?"
76e6ebe9cb99a826ae115ad744735329,"What are the candidate's hands-on experience and skills in routing, switching, and firewall configuration and management?|||How experienced is the candidate in network administration, including setup, maintenance, and troubleshooting of network infrastructure?|||What is the candidate's background in network administration, with a focus on 3+ years of experience in this field?|||What is the candidate's educational background, preferably a Bachelor's degree in a relevant field?"
fca9beec95538844bca4aa92a4ee3f65,"What is the candidate's experience in developing back-end modules using Python and the Django framework?|||How proficient is the candidate in integrating with front-end or working on Django templates, and coordinating with teams over project management tools?|||What is the candidate's level of expertise in testing unit code and participating in team and client meetings?|||What is the candidate's experience with Django-related technologies such as Django Rest Framework (DRF), CMS based on Django, and authentication protocols?|||What is the candidate's level of education, specifically in a related field such as B.E., BSc, MCA, or MSc?"
8396242280c2782fd21ffbdff6aca158,"What is the candidate's experience in designing and implementing end-to-end machine learning workflows, including data curation, feature extraction, and model development?|||How proficient is the candidate in developing and implementing machine learning models using Python, with a focus on supervised, semi-supervised, and unsupervised techniques, including Random Forest, SVM, Decision Tree, LSTM, ARIMA, and optimization techniques?|||What is the candidate's experience in working with large datasets in real-time or batch using MongoDB, MySQL, and RDBMS, and analyzing data to drive business decisions?|||How skilled is the candidate in collaborating with larger organizations, communicating complex technical ideas, and researching new machine learning algorithms to implement as proof of concepts?|||What is the candidate's background in statistics, mathematics, economics, and computer science, and how do they apply these skills to develop custom functions and solve complex problems in machine learning?"
18cbb7540f0b6e40d1e5411200b641b5,"What Java developers have experience in building real-time trading systems and have a strong understanding of modern application design paradigms and patterns?|||Which candidates have expertise in designing and implementing robust software using Java, with a focus on data structures and algorithms, and experience with enterprise RDBMS (Oracle, Sybase, SQL Server)?|||Show me Java developers with experience in web development using Java-based server-side frameworks (Struts, JSP) and browser-based technologies (HTML/CSS, Javascript, AJAX)?|||What candidates have a strong background in software development methodologies, including understanding business requirements, participating in software design reviews, and participating in code reviews?|||Which candidates have experience working in a competitive, dynamic environment, with strong verbal and written communication skills, organizational and problem resolution skills, and experience working in a team as a team player?"
0c1d24562dd796fb6014d163a65541d7,"What is the candidate's experience in developing Python applications using Django, with a focus on 2+ years of hands-on experience with the framework?|||How proficient is the candidate in designing and implementing REST and SOAP web services APIs, with a strong understanding of Django ORM and database skills in MySQL?|||What is the candidate's experience in code review, integration, and deployment of Python applications into production, with a focus on version control using Git and Bitbucket?|||How skilled is the candidate in participating in architectural and design discussions, with a strong understanding of fundamental design principles behind a scalable application?|||What is the candidate's proficiency in front-end technologies, including JavaScript, HTML5, and CSS3, with a basic understanding of the technologies and their integration with Django applications?"
9716e662e6a41c8e992a48608564aa73,"What is the candidate's experience in developing applications using the Django framework, with a focus on both desktop and online versions?|||How proficient is the candidate in designing and implementing databases using SQL?|||What is the candidate's experience in working collaboratively as a team player, with excellent written and verbal communication skills in English?|||What is the candidate's level of expertise in Python programming, with a minimum of 4 years of experience?"
ca1db06bdc22e4c8272d2b3c37df02ef,"What is the candidate's experience in administering global equity programs, including stock administration, equity awards, and tax withholding?|||How proficient is the candidate in managing equity databases, ensuring accuracy, and maintaining compliance with SOX and other regulatory requirements?|||What is the candidate's background in preparing and coordinating equity-related reports, such as Form 3, 4, 10Q, 10K, and proxy statements, as well as annual reporting and tax statements?|||How skilled is the candidate in project management, prioritizing tasks, and managing competing priorities in a fast-paced, high-growth environment?|||What is the candidate's experience in communicating complex equity-related information to employees, management, and external stakeholders, and in providing training and support to ensure compliance and understanding of equity programs?"
db334e609d3230b8fb45bbd597573786,"What is the candidate's experience in designing, installing, and configuring internal and customer-facing servers, network devices, and firewalls, with a focus on network infrastructure and security?|||How proficient is the candidate in managing network servers and technology tools, including PRTG and NAGIOS, and ensuring security through access controls, backups, and firewalls?|||What is the candidate's experience in implementing and maintaining core infrastructure, including network, servers, storage, HA availability, cloud storage, and data center technologies?|||How skilled is the candidate in providing development and integration services, including TO WS and SAP, and in monitoring performance and maintaining systems according to requirements?|||What is the candidate's experience in defining and documenting best practices and support procedures, including inventory and asset configuration systems, and IT policies, with a focus on quality and IT process controls?"
aa4cdf0c6041cebc180c8c9050c91ccc,"What is the candidate's experience in developing new user-facing features and optimizing applications for maximum speed and scalability?|||How proficient is the candidate in server-side rendering, JavaScript libraries and frameworks such as ReactJS, and client-side scripting with jQuery and Bootstrap?|||What is the candidate's understanding of cross-browser compatibility issues, SEO principles, and image authoring tools like Gimp or Photoshop?|||How skilled is the candidate in API integrations, asynchronous request handling, and partial page updates with AJAX?|||What is the candidate's experience in collaborating with UI/UX designers, ensuring technical feasibility of designs, and making small adjustments to delivered resources?"
3b1b2a27f5b3f81f5965f9ba782f2ab9,"What is the candidate's experience with Python threading and multi-process architecture?|||How skilled is the candidate in designing and implementing scalable applications with a focus on unit testing and debugging?|||What is the candidate's proficiency in integrating multiple data sources and databases into a single system?|||How proficient is the candidate in RESTful API design and development?|||What is the candidate's experience with Agile methodologies, CI/CD processes, and code versioning tools like Git?"
c3a2bfb3c26e86e8b6ead5b5b0895655,"What is the candidate's experience in developing mobile applications using Flutter, preferably with 1+ year of experience?|||How proficient is the candidate in designing and implementing efficient, testable code using best software development practices, preferably with experience in Android Studio?|||What is the candidate's knowledge of UI designing using JSX, and experience in developing front-end and integrating back-end services with applications?|||How experienced is the candidate in building and triggering APIs, preferably with experience in Unix/Linux environments?|||What is the candidate's experience in developing mobile applications with a strong analytical and problem-solving approach, preferably with a relevant university degree or equivalent work experience?"
9e0636498849f3876591aa001135cb15,"What is the candidate's experience in leading and scaling complex DevOps environments for SaaS or Web Services, with a focus on Kubernetes, Docker, Helm, and Terraform?|||How experienced is the candidate in driving large projects enabling development organizations, particularly in managing large data platforms and ensuring high availability?|||What is the candidate's proficiency in team building, mentoring, and supervision, specifically in leading technical resources for sophisticated operational projects and developing SLIs/SLOs?|||How skilled is the candidate in introducing new technology into cloud environments to automate and shift left traditional operational tasks, and integrating with Kubernetes?|||What is the candidate's experience in working with key customers to ensure a stable and highly available SaaS service, and collaborating with cross-functional teams to onboard services quickly?"
41aec46f917f5e4f85f7a396f8a39ac6,"What is the candidate's experience in developing efficient, testable, and reusable PHP modules, preferably using frameworks like Laravel or Yii?|||How proficient is the candidate in integrating user-facing elements developed by front-end developers, ensuring high performance and responsiveness to requests from the front-end?|||What is the candidate's understanding of integrating multiple data sources and databases into one system, including knowledge of SQL/NoSQL databases and their declarative query languages?|||How skilled is the candidate in designing and implementing scalable applications, including understanding fundamental design principles and common PHP or web server exploits and their solutions?|||What is the candidate's proficiency in using code versioning tools like Git, and their experience with object-oriented PHP programming and MVC design patterns?"
b11ef03033c7d57e4c361635906f8d42,"What is the candidate's experience in developing complex product features using Java, JavaScript, Spring Boot, or NodeJS, with a focus on agile methodologies like Scrum or Kanban?|||How proficient is the candidate in designing and implementing scalable UIs using Angular or UI5, and building services in a Continuous Delivery environment?|||What is the candidate's experience with designing and implementing REST APIs, gRPC, and working knowledge of Kafka, Elasticsearch, AWS, Kubernetes, and MongoDB?|||How skilled is the candidate in collaborating with Product Management and UX Designers to translate customer requests into useful product functionality, and working in an agile development model?|||What is the candidate's experience in performing product design, modeling, implementation, and testing, with a focus on delivering high-quality results in a timely and efficient manner?"
4bd10b232209517605968b8b89d84886,"What is the candidate's experience in designing and building website front-ends using WordPress and relevant front-end technologies like CSS, JavaScript, HTML5, and jQuery?|||How proficient is the candidate in designing and managing website back-ends, including database and server integration, using WordPress and relevant tools like Git, Mercurial, SVN, and debugging tools like Chrome Inspector and Firebug?|||What is the candidate's experience in creating and managing WordPress themes and plugins, and conducting website performance tests to ensure optimal user experience?|||How skilled is the candidate in conducting WordPress training and providing good communication skills to clients, and in monitoring the performance of live websites?|||What is the candidate's experience in troubleshooting content issues and ensuring good website architecture and aesthetics, with a strong understanding of website design principles?"
39ae5e11394a6cf6edf8c2f819569ec8,"What is the candidate's experience in developing WordPress and Laravel web applications, with a focus on plugin development and integration?|||How proficient is the candidate in working with the Laravel framework, specifically in terms of building scalable and efficient web applications?|||What is the candidate's expertise in WordPress, including nuances of the platform and best practices for website development?|||What is the candidate's experience in developing and integrating plugins in WordPress, including plugin development and customization?|||What is the candidate's educational background, with a focus on Bachelor's degree holders or equivalent experience in web development?"
743a3452f24a9b994435dec5e20184fc,"What is the candidate's experience in developing iOS applications using Swift and Cocoa Touch, with a focus on Core Data, Core Animation, and offline storage?|||How proficient is the candidate in designing and implementing RESTful APIs to connect iOS applications to back-end services, with experience in cloud message APIs and push notifications?|||What is the candidate's understanding of iOS memory management, multi-threading issues, and performance tuning, including experience with low-level C-based libraries?|||How skilled is the candidate in unit-testing code for robustness, including edge cases, usability, and general reliability, with experience in code versioning tools like Git, Mercurial, or SVN?|||What is the candidate's experience in working with CoreML, Metal, and ARKit, as well as their understanding of Apple's design principles and interface guidelines, and the general mobile landscape, architectures, trends, and emerging technologies?"
4d45b8f34ce00b016464823e3eb75b76,"What is the candidate's experience in designing and implementing automation testing frameworks for cloud-based services?|||How proficient is the candidate in full-stack development, with a focus on JavaScript and Java programming languages, and strong computer science fundamentals?|||What is the candidate's expertise in handling non-functional requirements such as scalability, performance, and resilience in software development?|||How skilled is the candidate in working with databases, including MySQL, PostgreSQL, and Oracle, and designing and implementing database solutions?|||What is the candidate's experience in working with cloud platforms, specifically AWS, and designing and implementing scalable and efficient cloud-based solutions?"
6fcf90a460aeb7421280f38e29d4779c,"What is the candidate's experience in developing software applications using design patterns and reusing proven solutions, with a focus on optimizing application development, maintenance, and performance?|||How proficient is the candidate in managing and mentoring a team, setting goals, and providing feedback to team members, with a focus on employee engagement and retention?|||What is the candidate's expertise in software development life cycle, including coding standards, testing, and configuration management, with a focus on delivering high-quality products on time?|||How skilled is the candidate in communicating technical concepts to customers, presenting design options, and clarifying requirements, with a focus on business etiquette and customer satisfaction?|||What is the candidate's knowledge of software development methodologies, including Agile Scrum or Kanban, and their ability to estimate time and effort resources required for developing and debugging features and components?"
5a8229e6a7d8c05bea99245fd6c320bf,"What is the candidate's experience in developing mobile applications using Flutter and Android?|||How proficient is the candidate in designing and developing software applications for various mobile platforms, including iOS?|||What is the candidate's educational background in computer science, specifically in fields such as B.E, BCA, MCA, or MSc. IT?|||What is the candidate's experience in software development, preferably with at least 1 year of experience in Flutter and overall software development?|||What is the candidate's experience in working in a team environment, with a preference for at least 1 year of work experience?"
095cda676325cf19fc7bd77072a1931c,"What is the candidate's experience in developing scalable web applications using Node JS, JavaScript, and MEAN/MERN stack?|||How proficient is the candidate with designing and implementing object-oriented JavaScript and Node JS applications, including expertise in Es6+ syntax?|||Show me candidates with strong knowledge of MongoDB and MySQL database management, including proficiency in data structure libraries.|||What is the candidate's experience with testing and automation frameworks, as well as expertise in Linux-based systems and source control management with GIT?|||How experienced is the candidate in working with web libraries and frameworks such as AngularJS, Polymer, and Closure, and integrating external services?"
5368ebda64e5209b62585cb61dec8ddf,"What is the candidate's experience in developing scalable web applications using Python and Django, with a focus on building and deploying machine learning models?|||How proficient is the candidate in designing and implementing REST APIs using Flask and Django REST Framework?|||What is the candidate's expertise in working with NoSQL databases like Redis and MySQL, and relational databases like PostgreSQL?|||What is the candidate's experience in writing front-end code using ReactJS, including components, routers, views, and Flux and Redux code?|||What is the candidate's proficiency in working with Linux and scripting languages like Bash and Shell, and experience with build tools like Webpack and Gulp?"
1defc524955715874c9dd907008060d1,"What is the candidate's experience in developing software applications using Python, specifically with a focus on Django and ReactJS?|||How experienced is the candidate in designing and implementing database management systems using SQL?|||What is the candidate's background in software development, specifically with a focus on Bachelor's degree in Computer Science or related fields (BCA/MCA/BE)?"
0f7fcb818982b6e0cc64e2c9253a3e8b,"What is the candidate's experience in developing and deploying end-to-end AI/ML solutions in a production environment, with a focus on statistical, probability, and machine learning concepts?|||How proficient is the candidate in designing and implementing ML pipelines from data ingestion to model deployment, with expertise in various databases, including relational and NoSQL?|||What is the candidate's experience with popular ML and DL frameworks like TensorFlow, PyTorch, and Caffe, and their ability to design and implement architectures for data integration, data flow, and data storage?|||How skilled is the candidate in creating data visualizations to demonstrate the efficacy of ML solutions, and in collaborating with product teams for the deployment and integration of AI solutions in existing products?|||What is the candidate's expertise in reinforcement learning, supervised and unsupervised algorithms, time series forecasting, and deep learning networks, with a focus on building and deploying modular, reproducible code in Python?"
73a8a080ccb5975dac945cadfad1706e,"What is the candidate's experience in developing highly scalable web applications using Java, J2EE, Spring MVC, and open-source technologies?|||How proficient is the candidate in designing and implementing RESTful JSON APIs, SOAP web services, and multi-tier service architectures?|||What is the candidate's expertise in working with RDBMS (Oracle, MySQL), NoSQL technologies (Cassandra, MongoDB), and search engines (Apache Solr)?|||How experienced is the candidate in Agile/Scrum methodologies, version control systems (Git), and project management tools (Jira, Bitbucket, Confluence, Jenkins, Maven)?|||What is the candidate's ability to work in a fast-paced, global environment, collaborating with cross-functional teams, and delivering high-quality results in a dynamic, high-energy setting?"
07f21ad9cd497b753576ad681dd611f4,"What is the candidate's experience in leading complex, multifunctional data science projects, particularly in the credit business domain?|||How proficient is the candidate in designing and implementing real-time, highly complex machine learning models using Python, R, H2O, Hadoop, and SQL?|||What is the candidate's expertise in data mining, statistical analysis, and predictive modeling, particularly in the context of big data and financial services or eCommerce?|||How skilled is the candidate in communicating complex concepts and results to both technical and non-technical audiences, with a focus on data science and machine learning?|||What is the candidate's experience in mentoring and growing junior data scientists, and what leadership qualities do they possess in a team environment?"
d171bf0a9fe02e6f7b752850329d4174,"What is the candidate's experience in developing applications using Node.js and Express.js?|||How proficient is the candidate with designing and implementing databases using MySQL, MongoDB, DynamoDB, or SQL Server?|||What is the candidate's experience with state management using Redux in JavaScript applications?|||Show me candidates with experience in building front-end applications using Angular or ReactJS.|||What is the candidate's experience with serverless or cloud computing using AWS?"
3723890ec3da34f79ce49a3c32fe4d58,What are the key skills and experience of iOS developers with 2-4 years of experience in developing mobile applications using Objective C and Xcode?|||How proficient are iOS developers in integrating third-party services like Google Maps into their mobile applications?|||What is the experience of iOS developers in publishing mobile applications to the App Store?|||What is the experience of iOS developers with Core Data for data management in mobile applications?|||How experienced are iOS developers with version control systems like GIT in their mobile application development projects?
89eb660c28e346599cd126d2bf7d998e,"What is the candidate's experience in developing high-performance infrastructure for running machine learning models at the edge using C++ or Python?|||How proficient is the candidate in building and using high-speed data processing infrastructure and tools, such as LAPACK, BLAS, and YOLO?|||What is the candidate's experience in creating supervised and semi-supervised machine learning models, particularly in the families of predictive algorithms (regression, neural nets, decision trees) and clustering algorithms (k-means or other)?|||How experienced is the candidate in real-time stream processing data systems and data mining or statistics, with a focus on developing software for data scientists?|||What is the candidate's experience in developing machine learning software infrastructure, algorithms, and libraries, including Cython programming or Python wrappers for C++, and experience with PMML, PFA, or TFR?"
