job_hash,subqueries
695f611d9eb2581176b971c1a2ad6f9d,"What is the candidate's experience in developing professional business applications for the iOS platform, with a focus on intuitive design, aesthetics, and user experience?|||How proficient is the candidate with Objective-C or Swift, and experienced with iOS frameworks such as Core Data, Core Animation, Core Graphics, and Core Text?|||Can the candidate demonstrate a deep understanding of Apple's design principles and interface guidelines, and experience with macOS app development and watchOS app development?|||How experienced is the candidate with RESTful APIs, third-party libraries, and push notifications, and can they demonstrate knowledge of performance tuning, threading, and offline storage?|||Can the candidate demonstrate experience with continuous integration and version control tools such as Git and Mercurial, and knowledge of low-level C-based libraries?"
b69b19e8468be1dce28085ad9bf05419,"What is the candidate's experience in designing and implementing highly available network infrastructure solutions in a large-scale, multi-site, international environment?|||How proficient is the candidate in troubleshooting and resolving complex networking issues in a large-scale network environment?|||Show me candidates with strong knowledge of network management, availability, and capacity planning, and experience in interfacing with carriers to manage circuit delivery, troubleshooting, and migration.|||Can the candidate demonstrate expertise in the following network technologies: Mellanox, Cumulus, Arista & Cisco Datacenter Switching, IP inter networking, LAN Switching & Wireless Technologies, WAN circuits and protocols, Dynamic IP Routing protocols, and High Availability protocols?|||How does the candidate's experience in interfacing with carriers to manage circuit delivery, troubleshooting, and migration relate to their ability to effectively communicate with both technical and non-technical audiences at all levels in the organization?"
79cf2c860ff4c31cc319a218260dfed3,"What is the candidate's experience in developing Android applications for tablets/phones using Android Studio and Java?|||How proficient is the candidate in integrating mapping technologies, such as Google Maps SDK, into Android applications?|||Show me candidates with experience in developing web applications using LAMP stack or Java technologies.|||What is the candidate's experience in developing Android applications for tablets/phones using Android Studio and Java?|||How proficient is the candidate in integrating mapping technologies, such as Google Maps SDK, into Android applications?|||Show me candidates with experience in developing web applications using LAMP stack or Java technologies."
eb9fcb38e8b41cf96da83dd22b274a0c,"What is the candidate's experience in developing high-performance, scalable web applications using PHP?|||How proficient is the candidate in using PHP to integrate with various databases, particularly MySQL and PostgreSQL?|||Can the candidate demonstrate experience with agile software development methodologies and version control systems such as Git?"
31105897342511031f4b2578d055802b,"What is the candidate's experience in developing iOS applications using Swift, Rx Swift, and Objective-C?|||How proficient is the candidate in designing and implementing iOS applications that adhere to Apple's design principles and interface guidelines?|||Show me candidates who are self-motivated, eager to learn, and have a strong passion for quality, with a track record of delivering high-quality iOS applications."
05416cf96878a2cac6cc92c33402ef6d,"What is the candidate's experience with PHP web frameworks such as Laravel, CodeIgniter, and CakePHP?|||How well does the candidate understand front-end technologies like JavaScript, Jquery, AngularJs, HTML5, and CSS3?|||Can the candidate design and implement scalable database schema that represent and support business processes?|||How familiar is the candidate with the limitations of PHP as a platform and its workarounds?|||Can the candidate communicate complex technical concepts in plain English?"
eaf4d5c9fbd8d1bc136da8470d06c058,"What is the candidate's experience in developing highly scalable and feature-rich software solutions using Spring-Boot, Java, and micro-services?|||How proficient is the candidate in designing and implementing databases for NMS solutions, including relational databases like MySQL/PostgreSQL and NoSQL databases like MongoDB/Cassandra?|||Show me candidates with experience in developing RESTful APIs and familiarity with SNMP/NETCONF/YANG protocols for NMS solutions?|||What is the candidate's experience with notification frameworks like Kafka/AMQP and containerization technologies like Docker Swarm/Containerd/Kubernetes?|||Can the candidate demonstrate experience with SD-WAN, cloud security, and WLAN technologies in NMS solutions?"
f9cb82a52bb7919b01ce1e0ae4e137aa,"What is the candidate's experience in developing high-end iOS applications for the latest Apple mobile devices?|||How proficient is the candidate in using Objective-C, Swift, and Cocoa Touch to design and build iOS applications?|||Can the candidate demonstrate experience with implementing pocket implementation, chart library, and iOS back-end services in their previous projects?|||How familiar is the candidate with push notifications, APIs, and cloud messaging in iOS development?|||Can the candidate demonstrate experience with continuous integration and deployment in their previous iOS development projects?"
fe5dec85a6209dae4bfb4eecbfb31390,"What is the candidate's experience in developing and maintaining scalable, enterprise-level applications using Java and Spark?|||How proficient is the candidate in designing and implementing Big Data solutions using Hadoop, Spark, and Hive?|||Can the candidate demonstrate a strong understanding of software development life cycle (SDLC) and Agile methodologies, with experience in using tools like JIRA and Git?"
196162eb249e20d45b693e12c0a32411,"What is the candidate's experience in developing multi-platform apps using Flutter and Dart programming language?|||How proficient is the candidate in implementing industry standards for high-quality app development in Flutter?|||Show me candidates with experience in designing and implementing custom components and user interactions in Flutter?|||How experienced is the candidate in working with HTTP, REST, and other communication protocols in Flutter?|||Can the candidate demonstrate experience with mobile app development in Flutter, including the use of Dart, multithreading, and job queue?"
19e9a414db58eba0e70ae2942ccb13a6,"What is the candidate's experience with cross-functional team collaboration and facilitating learning and experimentation within a team?|||How proficient is the candidate with a variety of technologies, languages, and methodologies, and can they explain the pros and cons of each?|||Can the candidate provide examples of real-world solutions they have built through experimentation, and how they have adapted to changing needs and improved time to live?"
9ab68b5aaafdc37184e801835bd2c35e,"What is the candidate's experience in developing web applications using JavaScript, HTML5, and CSS, with a strong emphasis on REST-based web services?|||How proficient is the candidate in using PHP, ASP.Net, MVC, and SQL Server to develop enterprise-level web applications?|||Can the candidate demonstrate hands-on experience in working with ArcGIS Server Javascript API and writing real-time web services?|||What is the candidate's level of proficiency in Python, and how have they applied this skill in previous projects or roles?|||Can the candidate provide examples of how they have optimized the performance of web applications using JavaScript, HTML5, and CSS, and what tools and techniques did they use to achieve these optimizations?"
1f410215fedcfc4e6cdcdfd11a06700f,"What is the candidate's experience with developing advanced applications for the iOS platform using Objective-C and Cocoa Touch?|||How proficient is the candidate in designing and implementing internationalized apps, and what experience do they have with mobile network issues, concurrency, and threading?|||Can the candidate provide examples of published iOS apps in the app store, and what was their role in the development process?|||How does the candidate stay current with emerging technologies and trends in the mobile landscape, and what steps do they take to continuously improve their skills and knowledge?|||Can the candidate provide examples of how they have used third-party libraries and APIs in their iOS development projects, and what considerations do they take into account when selecting and integrating these components?"
c3c594946500c9f535b207873594d956,"What is the candidate's experience in developing enterprise-level applications using Java and Spring Boot?|||How proficient is the candidate in designing and implementing RESTful APIs using Angular and Node.js?|||Show me candidates with a strong understanding of Java and Angular, and experience in developing scalable and maintainable software systems."
76e6ebe9cb99a826ae115ad744735329,"What is the candidate's experience in managing and maintaining complex network infrastructure, including routing, switching, and firewall configurations?|||How proficient is the candidate in troubleshooting and resolving network issues, and what experience do they have with network monitoring and performance optimization tools?|||Can the candidate provide examples of how they have optimized network performance, improved security, and ensured compliance with industry standards and best practices in their previous roles?"
fca9beec95538844bca4aa92a4ee3f65,"What is the candidate's experience with developing back-end modules in Python and Django, and integrating with front-end or working on Django templates?|||How proficient is the candidate in testing unit code and helping with integration, and participating in team and client meetings?|||Show me candidates with a strong understanding of security, performance, and memory usage concepts in Django and Python development."
8396242280c2782fd21ffbdff6aca158,"What is the candidate's experience in developing machine learning models using Python, specifically with techniques such as supervised, semi-supervised, and unsupervised learning?|||How proficient is the candidate in implementing machine learning models using popular libraries such as TensorFlow, Keras, and Spark?|||Can the candidate communicate and collaborate effectively within a larger organization, and demonstrate a strong understanding of statistical and analytical concepts?|||How experienced is the candidate in working with large datasets, and can they analyze and process data in real-time or batch mode using databases such as MongoDB and MySQL?|||Can the candidate demonstrate a strong quantitative background in statistics, mathematics, economics, or computer science, and can they apply this knowledge to solve complex machine learning problems?"
18cbb7540f0b6e40d1e5411200b641b5,"What is the candidate's experience in developing high-performance, real-time fixed income trading systems using Java and related technologies?|||How proficient is the candidate in designing and implementing data-intensive applications using Java and enterprise RDBMS (Oracle, Sybase, SQL Server)?|||Can the candidate demonstrate experience in web development using Java-based server-side frameworks (Struts, JSP) and browser-based technologies (HTML/CSS, Javascript, AJAX)?"
0c1d24562dd796fb6014d163a65541d7,What is the candidate's experience in developing scalable web applications using Python and Django?|||How proficient is the candidate in designing and implementing RESTful APIs using Django REST Framework (DRF)?|||Show me candidates with strong knowledge of PostgreSQL database management.|||What is the candidate's experience in training and mentoring other developers?|||How well does the candidate understand fundamental design principles behind a scalable application?
9716e662e6a41c8e992a48608564aa73,"What is the candidate's experience in developing web applications using Django, and can they demonstrate proficiency in both desktop and online versions?|||How does the candidate's experience with Django compare to other web development frameworks, and can they demonstrate a deep understanding of the framework's architecture and components?|||Can the candidate demonstrate excellent written and verbal communication skills in English, and can they provide examples of how they have effectively communicated technical information to both technical and non-technical stakeholders?"
ca1db06bdc22e4c8272d2b3c37df02ef,"What is the candidate's experience in managing and maintaining a global equity program, including equity administration, grant management, and compliance with tax laws and regulations?|||How proficient is the candidate in using equity administration software and tools, such as Equity Edge, to manage equity awards, track employee equity holdings, and prepare equity-related reports and filings?|||Can the candidate provide examples of how they have maintained accurate and complete equity records, including equity grants, exercises, and vesting schedules, and how they have ensured compliance with SOX and other regulatory requirements?|||How does the candidate handle competing priorities and tight deadlines in a fast-paced, high-growth environment, and can they provide examples of how they have successfully managed multiple projects and tasks in the past?|||Can the candidate provide examples of how they have utilized their analytical, quantitative, and organizational skills to improve equity administration processes and procedures, and how they have communicated effectively with both technical and non-technical stakeholders?"
db334e609d3230b8fb45bbd597573786,"What is the candidate's experience with designing, implementing, and maintaining network infrastructure, including servers, network devices, and firewalls?|||How proficient is the candidate with network monitoring and troubleshooting tools such as PRTG and NAGIOS?|||Can the candidate demonstrate experience with implementing and managing network security controls, including access controls, backups, and firewalls?|||How familiar is the candidate with IT service management frameworks such as ITIL, and can they demonstrate experience with implementing and maintaining IT services across multiple technology disciplines?|||Can the candidate demonstrate experience with implementing and managing cloud storage solutions, and with integrating IT systems with cloud-based services?"
aa4cdf0c6041cebc180c8c9050c91ccc,"What is the candidate's experience in developing user-facing features using front-end technologies such as HTML5, CSS3, ReactJS, and JavaScript frameworks like jQuery and Bootstrap?|||How proficient is the candidate in handling asynchronous request handling, partial page updates, and AJAX, and can they provide examples of their work in these areas?|||Show me candidates with a good understanding of cross-browser compatibility issues and how to work around them, as well as knowledge of SEO principles and how to ensure application adherence to them.|||Can the candidate provide examples of their experience with image authoring tools such as Gimp or Photoshop, and how they have used these tools to crop, resize, or perform small adjustments on images?|||How well does the candidate understand the importance of client-side scripting and JavaScript frameworks like jQuery and Bootstrap, and can they provide examples of their work using these technologies?"
3b1b2a27f5b3f81f5965f9ba782f2ab9,"What is the candidate's experience in developing scalable web applications using Python and Django, and how well do they understand the threading limitations of Python and multi-process architecture?|||How proficient is the candidate in integrating multiple data sources and databases into one system, and how well do they understand RESTful APIs?|||Can the candidate demonstrate a strong understanding of front-end technologies such as JavaScript, React JS, HTML5, and CSS3, and how have they used these technologies in their previous projects?|||How experienced is the candidate with Agile methodologies and CI/CD processes, and how well do they understand code versioning tools?|||Can the candidate demonstrate analytical problem-solving skills and the ability to work independently, and how have they applied these skills in their previous projects?"
c3a2bfb3c26e86e8b6ead5b5b0895655,"What is the candidate's experience in developing mobile apps with Flutter, and can they provide examples of their work?|||How proficient is the candidate in writing testable, efficient code using best software development practices, and can they provide examples of their work?|||Show me candidates with strong knowledge of UI designing using JSX, and experience in developing front-end applications.|||Can the candidate provide examples of their experience in building and triggering APIs, and how have they optimized the performance of their APIs?|||How familiar is the candidate with Unix/Linux environments, and can they provide examples of their experience working in these environments?"
9e0636498849f3876591aa001135cb15,"What is the candidate's experience in leading and scaling complex DevOps environments for SaaS or Web Services, specifically with Kubernetes, Docker, Helm, and Terraform?|||How proficient is the candidate in creating large company initiatives to enable development teams to quickly onboard their services, and introducing new technology into the SaaS environment to remove dependencies on traditional operational tasks?|||Show me candidates with strong knowledge of AppDynamics' AIOps solution and experience in using machine learning and artificial intelligence (AI) to provide real-time visibility and insight into IT environments.|||How effective is the candidate at developing key SLIs/SLOs to help lead and drive their team, and working with key AppDynamics customers to ensure they get a stable and highly available SaaS service?|||What is the candidate's experience with infrastructure automation, and how have they used automation to improve the efficiency and reliability of their IT environments?"
41aec46f917f5e4f85f7a396f8a39ac6,"What is the candidate's experience in developing scalable and high-performance PHP applications using popular frameworks like Laravel or Yii?|||How proficient is the candidate in designing and implementing database schemas that represent and support business processes, and integrating multiple data sources and databases into one system?|||Can the candidate demonstrate a strong understanding of object-oriented PHP programming, including inheritance, polymorphism, and encapsulation, and how to apply these principles to build maintainable and extensible code?"
b11ef03033c7d57e4c361635906f8d42,"What is the candidate's experience in developing scalable web applications using Java and JavaScript, with a focus on Spring Boot and NodeJS frameworks?|||How proficient is the candidate in designing and implementing REST APIs, with a deep understanding of REST API/gRPC and Kafka, Elasticsearch, AWS, and Kubernetes?|||Can the candidate demonstrate a strong understanding of agile methodologies (SCRUM / Kanban) and experience in building scalable UIs using Angular/UI5, with a focus on delivering high-quality products in a Continuous Delivery environment?|||How does the candidate's experience in software development and product design align with the company's values and mission to transform industries, foster equality, and lift up societies?|||Can the candidate demonstrate a strong understanding of the complete CRM Sales Cycle and experience in collaborating with internal and external customers to deliver high-quality products?"
4bd10b232209517605968b8b89d84886,"What candidates have experience in designing and building the front-end of a website using WordPress, including creating responsive layouts and user interfaces?|||How proficient are candidates in managing the back-end of a WordPress website, including database integration and server management?|||Show me candidates with experience in creating WordPress themes and plugins, and who are familiar with code versioning tools like Git, Mercurial, and SVN?"
39ae5e11394a6cf6edf8c2f819569ec8,"What is the candidate's experience in developing WordPress plugins and integrating them with the Laravel framework?|||How proficient is the candidate in managing and optimizing the performance of large-scale WordPress websites using Laravel?|||Show me candidates with a strong understanding of the nuances of WordPress and Laravel, including their respective strengths and limitations.|||Can the candidate provide examples of how they have used WordPress and Laravel to build scalable, high-performance websites that meet complex business requirements?|||How does the candidate approach debugging and troubleshooting issues in complex WordPress and Laravel applications, and what tools and techniques do they use to resolve them?"
743a3452f24a9b994435dec5e20184fc,"What is the candidate's experience with developing iOS applications using Core Data, Core Animation, and other iOS frameworks?|||How proficient is the candidate with Swift and Cocoa Touch, and what experience do they have with other web technologies and UI/UX standards?|||Show me candidates with a deep understanding of Apple's design principles and interface guidelines, and experience with low-level C-based libraries.|||What is the candidate's experience with RESTful APIs and cloud message APIs, and how do they approach bug fixing and improving application performance?|||How does the candidate stay current with the latest trends and emerging technologies in the mobile landscape, and what experience do they have with unit testing and code versioning tools?"
4d45b8f34ce00b016464823e3eb75b76,"What is the candidate's experience in designing and implementing automation testing frameworks for cloud-based services, with a focus on feature development and delivery?|||How proficient is the candidate in writing use cases, effort estimation, and planning for feature development, with a focus on scalability, performance, and resilience?|||Show me candidates with strong knowledge of computer science fundamentals, data structures, and problem-solving skills, with a focus on designing and implementing innovative solutions for cloud-based services?|||What is the candidate's experience with AWS or other cloud platforms, and how have they applied their knowledge of databases (MySQL, PostgreSQL, Oracle, etc.) in cloud-based environments?|||How does the candidate approach problem-solving and designing solutions, with a focus on thought leadership and presenting innovative ideas in computer science?"
6fcf90a460aeb7421280f38e29d4779c,"What is the candidate's experience in developing scalable web applications using Python and Django, and how proficient are they in designing and implementing REST APIs?|||How proficient is the candidate in using PostgreSQL for database management, and can they provide examples of how they have optimized the performance of PostgreSQL in previous projects?|||Can the candidate provide examples of how they have used design patterns and reusable solutions to improve the maintainability, efficiency, and scalability of their previous projects?"
5a8229e6a7d8c05bea99245fd6c320bf,"What is the candidate's experience in developing mobile applications using Flutter, and how proficient are they in Android and iOS development?|||How does the candidate handle the design and implementation of REST APIs in their Flutter applications, and what experience do they have with integrating third-party APIs?|||Can the candidate demonstrate a strong portfolio of Flutter projects they have developed, and how do they approach testing and debugging in their development process?"
095cda676325cf19fc7bd77072a1931c,"What is the candidate's experience in developing scalable web applications using Node.js and related technologies such as MongoDB, MySQL, and AWS?|||How proficient is the candidate in designing and implementing object-oriented JavaScript and Node.js applications, including experience with frameworks like AngularJS and Polymer?|||Show me candidates with a strong understanding of data structure libraries and experience working with the MEAN stack, including MongoDB and MySQL databases?|||How experienced is the candidate in using Git for source control management and collaboration tools, and have they worked with external integrations before?|||Can the candidate demonstrate expertise in Linux-based systems and experience with testing and automation frameworks, including Node.js and JavaScript unit testing?"
5368ebda64e5209b62585cb61dec8ddf,"What is the candidate's experience with Python and Django for building scalable web applications?|||How proficient is the candidate with Redis and MySQL databases, and experience with Linux (Bash, Shell scripting)?|||Show me candidates with strong experience in writing ReactJS components, routers, and views, and familiarity with Flux and Redux?|||What is the candidate's experience with Python scripting, and familiarity with Odoo development?|||Show me candidates with experience in using RabbitMQ/Kafka/Celery for task management, and familiarity with Luigi Task Manager?"
1defc524955715874c9dd907008060d1,"What is the candidate's experience in developing web applications using Python and Django, with a focus on scalability and performance?|||How proficient is the candidate in using ReactJS to build responsive and interactive user interfaces?|||Show me candidates with strong knowledge of SQL and database design, specifically with PostgreSQL?"
0f7fcb818982b6e0cc64e2c9253a3e8b,"What is the candidate's experience in developing and deploying end-to-end AI/ML solutions in a production environment?|||How proficient is the candidate in selecting and applying appropriate machine learning algorithms and architectures for specific business problems?|||Can the candidate demonstrate experience in designing and implementing data integration, data flow, and data storage solutions for machine learning applications?|||How familiar is the candidate with reinforcement learning, supervised and unsupervised algorithms, and various architectures of neural networks?|||Can the candidate demonstrate experience in creating data visualizations to demonstrate the efficacy of machine learning solutions?"
73a8a080ccb5975dac945cadfad1706e,"What is the candidate's experience in developing scalable web applications using Java/J2EE and Spring MVC framework?|||How proficient is the candidate in designing and implementing RESTful APIs, and experience with JSON and multi-tier service architecture?|||Show me candidates with strong knowledge of RDBMS, particularly Oracle and MySQL, and experience with NoSQL databases like Cassandra and MongoDB?|||Can the candidate demonstrate experience in developing applications requiring internationalization and localization, and the ability to navigate a Linux/Unix environment?|||How well does the candidate communicate and collaborate with team members, and can they work effectively in a fast-paced environment using agile/scrum methodologies?"
07f21ad9cd497b753576ad681dd611f4,"What is the candidate's experience in developing and implementing machine learning models for credit risk assessment, fraud detection, or account management in the financial services or eCommerce industry?|||Can the candidate demonstrate expertise in data mining and statistical analysis using Python, R, H2O, and/or SAS, and experience with various machine learning algorithms and statistical methods?|||How effectively can the candidate communicate complex concepts and results to both technical and non-technical audiences, and mentor junior data scientists in the process?"
d171bf0a9fe02e6f7b752850329d4174,"What is the candidate's experience with building scalable, high-performance applications using Node.js and Express.js?|||How proficient is the candidate with designing and implementing RESTful APIs using Node.js and popular JS frameworks like Angular/ReactJS?|||Show me candidates with experience in managing large-scale data storage and retrieval using MySQL/MongoDB/DynamoDB/SQL Server.|||How familiar is the candidate with serverless computing and AWS services, such as AWS Lambda, S3, and DynamoDB?|||Can the candidate demonstrate experience in implementing Redux for state management in their Node.js applications?"
3723890ec3da34f79ce49a3c32fe4d58,"What is the candidate's experience in developing iOS applications using Objective-C and Xcode?|||How proficient is the candidate in integrating third-party APIs, such as Google Maps, into their iOS applications?|||Show me candidates with experience in publishing iOS applications to the App Store using GIT."
89eb660c28e346599cd126d2bf7d998e,"What is the candidate's experience in developing high-performance machine learning models and infrastructure using C++ or Python?|||How proficient is the candidate in developing and using real-time stream processing data systems?|||Show me candidates with strong knowledge of machine learning algorithms and libraries, including regression, neural networks, and clustering?"
47d0fbf1897a5039541667b9507d295c,"What is the candidate's experience in developing iOS applications with a focus on location-based services and mapping technologies, such as Google Maps and Core Location?|||How proficient is the candidate in designing and implementing data storage solutions for iOS applications, including Core Data and SQLite?|||Can the candidate demonstrate experience in building and maintaining robust frameworks to support multiple iOS applications, and working with front-end developers to create compelling user interfaces?|||How familiar is the candidate with RESTful APIs and their ability to connect iOS applications to back-end services?|||Can the candidate demonstrate experience in optimizing performance for iOS applications, and keeping up to date with the latest industry trends in mobile/tablet technologies?"
3e6c3f2bf8b1c2e62861398e350538bd,"What is the candidate's experience in developing web applications using JavaScript, Jquery, and NodeJs?|||How proficient is the candidate in designing and implementing Spring Framework, Hibernate, SQL, AngularJs, JPA, and AWS?|||Can the candidate communicate effectively with clients and independently understand the existing web-based application, and manage a team assigned to them?|||What is the candidate's experience in developing web applications using JavaScript, Jquery, and NodeJs?|||How proficient is the candidate in designing and implementing Spring Framework, Hibernate, SQL, AngularJs, JPA, and AWS?|||Can the candidate communicate effectively with clients and independently understand the existing web-based application, and manage a team assigned to them?"
b3d0a3609af724c8bcd69cf0e6b94a9d,"What is the candidate's experience in developing scalable and performant Node.js backend APIs and microservices?|||How proficient is the candidate in writing clean, maintainable, and testable code in Node.js, particularly with Express.js and TypeScript?|||Show me candidates with strong knowledge of MongoDB, Express JS, Angular JS, and Node JS, and experience in developing MEAN Stack applications.|||How experienced is the candidate in developing mobile and desktop applications using Node.js, and what is their understanding of HTML5, CSS3, and Bootstrap?|||Can the candidate communicate effectively in written and spoken English, and can they work independently with minimal supervision?"
c742ffd460d23101b56249e740f88b61,What is the candidate's experience with WordPress development using PHP?|||How proficient is the candidate in developing and maintaining PHP-based web applications?|||Show me candidates who have experience working remotely and have a reliable internet connection.
97877270f9bb38dce4a3a078da272877,"What is the candidate's experience in developing scalable web applications using Python and Django?|||How proficient is the candidate with integrating multiple data sources and databases into one system?|||Show me candidates with a strong understanding of server-side templating languages (such as Jinja 2, Mako) and front-end technologies (such as JavaScript, HTML5, and CSS).|||What is the candidate's experience with user authentication and authorization between multiple systems, servers, and environments?|||Can the candidate create database schemas that represent and support business processes?"
adfa78b1db83abebbf29a1fcdc3fa254,"What is the candidate's experience in managing and maintaining large-scale Oracle databases, including capacity planning, disaster recovery, and performance tuning?|||How proficient is the candidate in designing and implementing data models that meet business requirements, and experience with data warehousing and data integration concepts?|||Can the candidate demonstrate experience with Linux/Unix server platforms, including Oracle ASM and storage technology, and the ability to write SQL and PL/SQL scripts?"
32823f194e07cb47fcddfd5a599906a0,"What is the candidate's experience with developing web applications using Python and Django, specifically in implementing Model View Control architecture?|||How proficient is the candidate in using Python for object-oriented analysis and design, including design patterns?|||Show me candidates with strong knowledge of Python libraries and frameworks, such as Beautiful Soup, Jasy, NumPy, SciPy, Matplotlib, Pickle, PySide, Python-Twitter, Pandas dataframe, networkx, and MongoDB?|||What is the candidate's experience with front-end development, including CSS Bootstrap?|||How experienced is the candidate in using version control systems like SVN, CVS, Git, and GitHub for managing code revisions and collaborative development?"
